# Image Name                     Asset Name    Game    Expansion               AST1    AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description             Asset #   Printflag
bg-chainmail.png,                shop-items,   d2e,    base game,              act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chainmail,              xxxxx,    8
sn-rune-of-blades.png,           shop-items,   d2e,    shadow of nerekhall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rune of blades,         xxxxx,    8
sn-shadow-tome.png,              shop-items,   d2e,    shadow of nerekhall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow tome,            xxxxx,    8
sn-shop-items-act2-back.png,     shop-items,   d2e,    shadow of nerekhall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shop-items-act2-back,   xxxxx,    0
sn-star-of-kellos.png,           shop-items,   d2e,    shadow of nerekhall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   star of kellos,         xxxxx,    8
sn-vestments-of-kellos.png,      shop-items,   d2e,    shadow of nerekhall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   vestments of kellos,    xxxxx,    8
cr-blessed-armor.png,            shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blessed armor,          xxxxx,    8
cr-bloodthirsty-bracers.png,     shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bloodthirsty bracers,   xxxxx,    8
cr-bone-wand.png,                shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bone wand,              xxxxx,    8
cr-fists-of-iron.png,            shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   fists of iron,          xxxxx,    8
cr-horned-shield.png,            shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   horned shield,          xxxxx,    8
cr-lightning-javelin.png,        shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lightning javelin,      xxxxx,    8
cr-mask-of-horrors.png,          shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mask of horrors,        xxxxx,    8
cr-rune-touched-leather.png,     shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rune-touched leather,   xxxxx,    8
cr-sash-of-the-slayer.png,       shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sash of the slayer,     xxxxx,    8
cr-shop-items-act2-back.png,     shop-items,   d2e,    the chains that rust,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shop-items-act2-back,   xxxxx,    0
tf-belt-of-alchemy.png,          shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   belt of alchemy,        xxxxx,    8
tf-belt-of-waterwalking.png,     shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   belt of waterwalking,   xxxxx,    8
tf-deflecting-shield.png,        shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deflecting shield,      xxxxx,    8
tf-dire-flail.png,               shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dire flail,             xxxxx,    8
tf-guardian-axe.png,             shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   guardian axe,           xxxxx,    8
tf-lifedrain-scepter.png,        shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lifedrain scepter,      xxxxx,    8
tf-mapstone.png,                 shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mapstone,               xxxxx,    8
tf-shop-items-act1-back.png,     shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shop-items-act1-back,   xxxxx,    0
tf-trident.png,                  shop-items,   d2e,    the trollfens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   trident,                xxxxx,    8
tf-belt-of-strength.png,         shop-items,   d2e,    the trollfens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   belt of strength,       xxxxx,    8
tf-blasting-rune.png,            shop-items,   d2e,    the trollfens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blasting rune,          xxxxx,    8
tf-boomerang.png,                shop-items,   d2e,    the trollfens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   boomerang,              xxxxx,    8
tf-glaive.png,                   shop-items,   d2e,    the trollfens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   glaive,                 xxxxx,    8
tf-shop-items-act2-back.png,     shop-items,   d2e,    the trollfens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shop-items-act2-back,   xxxxx,    0
tf-stone-armor.png,              shop-items,   d2e,    the trollfens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   stone armor,            xxxxx,    8
