# Image Name                        Asset Name   Game    Expansion                 AST1    AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description           Asset #   Printflag
bg-barghest-front.png,              monsters,    d2e,    base game,                act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   barghest,             xxxxx,    8
ck-manticore-back.png,              monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   manticore ck,         xxxxx,    8
ck-medusa-front.png,                monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa ck,            xxxxx,    8
ck-medusa-back.png,                 monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa ck,            xxxxx,    8
ck-naga-front.png,                  monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga ck,              xxxxx,    8
ck-naga-back.png,                   monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga ck,              xxxxx,    8
ck-ogre-front.png,                  monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre ck,              xxxxx,    8
ck-ogre-back.png,                   monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre ck,              xxxxx,    8
ck-razorwing-front.png,             monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing ck,         xxxxx,    8
ck-razorwing-back.png,              monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing ck,         xxxxx,    8
ck-shade-front.png,                 monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade ck,             xxxxx,    8
ck-shade-back.png,                  monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade ck,             xxxxx,    8
ck-skeleton-archer-front.png,       monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer ck,   xxxxx,    8
ck-skeleton-archer-back.png,        monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer ck,   xxxxx,    8
ck-sorcerer-front.png,              monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer ck,          xxxxx,    8
ck-sorcerer-back.png,               monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer ck,          xxxxx,    8
ck-troll-front.png,                 monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll ck,             xxxxx,    8
ck-troll-back.png,                  monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll ck,             xxxxx,    8
ck-wendigo-front.png,               monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo ck,           xxxxx,    8
ck-wendigo-back.png,                monsters,    d2e,    conversion kit,           act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo ck,           xxxxx,    8
cd-chaos-beast-front.png,           monsters,    d2e,    crown of destiny,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chaos beast,          xxxxx,    8
cd-chaos-beast-back.png,            monsters,    d2e,    crown of destiny,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chaos beast,          xxxxx,    8
cd-giant-front.png,                 monsters,    d2e,    crown of destiny,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   giant,                xxxxx,    8
cd-giant-back.png,                  monsters,    d2e,    crown of destiny,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   giant,                xxxxx,    8
cd-lava-beetle-front.png,           monsters,    d2e,    crown of destiny,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lava beetle,          xxxxx,    8
cd-lava-beetle-back.png,            monsters,    d2e,    crown of destiny,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lava beetle,          xxxxx,    8
cd-chaos-beast-front.png,           monsters,    d2e,    crown of destiny,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chaos beast,          xxxxx,    8
cd-chaos-beast-back.png,            monsters,    d2e,    crown of destiny,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chaos beast,          xxxxx,    8
cd-giant-front.png,                 monsters,    d2e,    crown of destiny,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   giant,                xxxxx,    8
cd-giant-back.png,                  monsters,    d2e,    crown of destiny,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   giant,                xxxxx,    8
cd-lava-beetle-front.png,           monsters,    d2e,    crown of destiny,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lava beetle,          xxxxx,    8
cd-lava-beetle-back.png,            monsters,    d2e,    crown of destiny,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lava beetle,          xxxxx,    8
cf-golem-front.png,                 monsters,    d2e,    crusade of the forgotten, act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   golem,                xxxxx,    8
cf-golem-back.png,                  monsters,    d2e,    crusade of the forgotten, act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   golem,                xxxxx,    8
cf-medusa-front.png,                monsters,    d2e,    crusade of the forgotten, act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa,               xxxxx,    8
cf-medusa-back.png,                 monsters,    d2e,    crusade of the forgotten, act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa,               xxxxx,    8
cf-sorcerer-front.png,              monsters,    d2e,    crusade of the forgotten, act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer,             xxxxx,    8
cf-sorcerer-back.png,               monsters,    d2e,    crusade of the forgotten, act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer,             xxxxx,    8
cf-golem-front.png,                 monsters,    d2e,    crusade of the forgotten, act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   golem,                xxxxx,    8
cf-golem-back.png,                  monsters,    d2e,    crusade of the forgotten, act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   golem,                xxxxx,    8
cf-medusa-front.png,                monsters,    d2e,    crusade of the forgotten, act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa,               xxxxx,    8
cf-medusa-back.png,                 monsters,    d2e,    crusade of the forgotten, act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa,               xxxxx,    8
cf-sorcerer-front.png,              monsters,    d2e,    crusade of the forgotten, act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer,             xxxxx,    8
cf-sorcerer-back.png,               monsters,    d2e,    crusade of the forgotten, act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer,             xxxxx,    8
gd-crypt-dragon-front.png,          monsters,    d2e,    guardians of deephall,    act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crypt dragon,         xxxxx,    8
gd-crypt-dragon-back.png,           monsters,    d2e,    guardians of deephall,    act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crypt dragon,         xxxxx,    8
gd-dark-priest-front.png,           monsters,    d2e,    guardians of deephall,    act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark priest,          xxxxx,    8
gd-dark-priest-back.png,            monsters,    d2e,    guardians of deephall,    act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark priest,          xxxxx,    8
gd-wendigo-front.png,               monsters,    d2e,    guardians of deephall,    act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo,              xxxxx,    8
gd-wendigo-back.png,                monsters,    d2e,    guardians of deephall,    act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo,              xxxxx,    8
gd-crypt-dragon-front.png,          monsters,    d2e,    guardians of deephall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crypt dragon,         xxxxx,    8
gd-crypt-dragon-back.png,           monsters,    d2e,    guardians of deephall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crypt dragon,         xxxxx,    8
gd-dark-priest-front.png,           monsters,    d2e,    guardians of deephall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark priest,          xxxxx,    8
gd-dark-priest-back.png,            monsters,    d2e,    guardians of deephall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark priest,          xxxxx,    8
gd-wendigo-front.png,               monsters,    d2e,    guardians of deephall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo,              xxxxx,    8
gd-wendigo-back.png,                monsters,    d2e,    guardians of deephall,    act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo,              xxxxx,    8
lr-arachyura-front.png,             monsters,    d2e,    labyrinth of ruin,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   arachyura,            xxxxx,    8
lr-arachyura-back.png,              monsters,    d2e,    labyrinth of ruin,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   arachyura,            xxxxx,    8
lr-carrion-drake-front.png,         monsters,    d2e,    labyrinth of ruin,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   carrion drake,        xxxxx,    8
lr-carrion-drake-back.png,          monsters,    d2e,    labyrinth of ruin,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   carrion drake,        xxxxx,    8
lr-goblin-witcher-front.png,        monsters,    d2e,    labyrinth of ruin,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   goblin witcher,       xxxxx,    8
lr-goblin-witcher-back.png,         monsters,    d2e,    labyrinth of ruin,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   goblin witcher,       xxxxx,    8
lr-volucrix-reaver-front.png,       monsters,    d2e,    labyrinth of ruin,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   volucrix reaver,      xxxxx,    8
lr-volucrix-reaver-back.png,        monsters,    d2e,    labyrinth of ruin,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   volucrix reaver,      xxxxx,    8
lr-arachyura-front.png,             monsters,    d2e,    labyrinth of ruin,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   arachyura,            xxxxx,    8
lr-arachyura-back.png,              monsters,    d2e,    labyrinth of ruin,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   arachyura,            xxxxx,    8
lr-carrion-drake-front.png,         monsters,    d2e,    labyrinth of ruin,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   carrion drake,        xxxxx,    8
lr-carrion-drake-back.png,          monsters,    d2e,    labyrinth of ruin,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   carrion drake,        xxxxx,    8
lr-goblin-witcher-front.png,        monsters,    d2e,    labyrinth of ruin,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   goblin witcher,       xxxxx,    8
lr-goblin-witcher-back.png,         monsters,    d2e,    labyrinth of ruin,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   goblin witcher,       xxxxx,    8
lr-volucrix-reaver-front.png,       monsters,    d2e,    labyrinth of ruin,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   volucrix reaver,      xxxxx,    8
lr-volucrix-reaver-back.png,        monsters,    d2e,    labyrinth of ruin,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   volucrix reaver,      xxxxx,    8
lw-fire-imps-front.png,             monsters,    d2e,    lair of the wyrm,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   fire imps,            xxxxx,    8
lw-fire-imps-back.png,              monsters,    d2e,    lair of the wyrm,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   fire imps,            xxxxx,    8
lw-hybrid-sentinel-front.png,       monsters,    d2e,    lair of the wyrm,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hybrid sentinel,      xxxxx,    8
lw-hybrid-sentinel-back.png,        monsters,    d2e,    lair of the wyrm,         act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hybrid sentinel,      xxxxx,    8
lw-fire-imps-front.png,             monsters,    d2e,    lair of the wyrm,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   fire imps,            xxxxx,    8
lw-fire-imps-back.png,              monsters,    d2e,    lair of the wyrm,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   fire imps,            xxxxx,    8
lw-hybrid-sentinel-front.png,       monsters,    d2e,    lair of the wyrm,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hybrid sentinel,      xxxxx,    8
lw-hybrid-sentinel-back.png,        monsters,    d2e,    lair of the wyrm,         act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hybrid sentinel,      xxxxx,    8
mr-bandit-front.png,                monsters,    d2e,    manor of ravens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bandit,               xxxxx,    8
mr-bandit-back.png,                 monsters,    d2e,    manor of ravens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bandit,               xxxxx,    8
mr-wraith-front.png,                monsters,    d2e,    manor of ravens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wraith,               xxxxx,    8
mr-wraith-back.png,                 monsters,    d2e,    manor of ravens,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wraith,               xxxxx,    8
mr-bandit-front.png,                monsters,    d2e,    manor of ravens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bandit,               xxxxx,    8
mr-bandit-back.png,                 monsters,    d2e,    manor of ravens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bandit,               xxxxx,    8
mr-wraith-front.png,                monsters,    d2e,    manor of ravens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wraith,               xxxxx,    8
mr-wraith-back.png,                 monsters,    d2e,    manor of ravens,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wraith,               xxxxx,    8
mb-bone-horror-front.png,           monsters,    d2e,    mists of bilehall,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bone horror,          xxxxx,    8
mb-bone-horror-back.png,            monsters,    d2e,    mists of bilehall,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bone horror,          xxxxx,    8
mb-broodwalker-front.png,           monsters,    d2e,    mists of bilehall,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   broodwalker,          xxxxx,    8
mb-broodwalker-back.png,            monsters,    d2e,    mists of bilehall,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   broodwalker,          xxxxx,    8
mb-reanimate-front.png,             monsters,    d2e,    mists of bilehall,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reanimate,            xxxxx,    8
mb-reanimate-back.png,              monsters,    d2e,    mists of bilehall,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reanimate,            xxxxx,    8
mb-bone-horror-front.png,           monsters,    d2e,    mists of bilehall,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bone horror,          xxxxx,    8
mb-bone-horror-back.png,            monsters,    d2e,    mists of bilehall,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bone horror,          xxxxx,    8
mb-broodwalker-front.png,           monsters,    d2e,    mists of bilehall,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   broodwalker,          xxxxx,    8
mb-broodwalker-back.png,            monsters,    d2e,    mists of bilehall,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   broodwalker,          xxxxx,    8
mb-reanimate-front.png,             monsters,    d2e,    mists of bilehall,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reanimate,            xxxxx,    8
mb-reanimate-back.png,              monsters,    d2e,    mists of bilehall,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reanimate,            xxxxx,    8
oo-bane-spider-front.png,           monsters,    d2e,    oath of the outcast,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bane spider,          xxxxx,    8
oo-bane-spider-back.png,            monsters,    d2e,    oath of the outcast,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bane spider,          xxxxx,    8
oo-beastman-front.png,              monsters,    d2e,    oath of the outcast,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beastman,             xxxxx,    8
oo-beastman-back.png,               monsters,    d2e,    oath of the outcast,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beastman,             xxxxx,    8
oo-razorwing-front.png,             monsters,    d2e,    oath of the outcast,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing,            xxxxx,    8
oo-razorwing-back.png,              monsters,    d2e,    oath of the outcast,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing,            xxxxx,    8
oo-bane-spider-front.png,           monsters,    d2e,    oath of the outcast,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bane spider,          xxxxx,    8
oo-bane-spider-back.png,            monsters,    d2e,    oath of the outcast,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bane spider,          xxxxx,    8
oo-beastman-front.png,              monsters,    d2e,    oath of the outcast,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beastman,             xxxxx,    8
oo-beastman-back.png,               monsters,    d2e,    oath of the outcast,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   beastman,             xxxxx,    8
oo-razorwing-front.png,             monsters,    d2e,    oath of the outcast,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing,            xxxxx,    8
oo-razorwing-back.png,              monsters,    d2e,    oath of the outcast,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing,            xxxxx,    8
sotp-burrowing-horror-front.png,    monsters,    sotp,   sands of the past,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   burrowing horror,     xxxxx,    8
sotp-burrowing-horror-back.png,     monsters,    sotp,   sands of the past,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   burrowing horror,     xxxxx,    8
sotp-sarcophagus-guard-front.png,   monsters,    sotp,   sands of the past,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sarcophagus guard,    xxxxx,    8
sotp-sarcophagus-guard-back.png,    monsters,    sotp,   sands of the past,        act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sarcophagus guard,    xxxxx,    8
sotp-burrowing-horror-front.png,    monsters,    sotp,   sands of the past,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   burrowing horror,     xxxxx,    8
sotp-burrowing-horror-back.png,     monsters,    sotp,   sands of the past,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   burrowing horror,     xxxxx,    8
sotp-sarcophagus-guard-front.png,   monsters,    sotp,   sands of the past,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sarcophagus guard,    xxxxx,    8
sotp-sarcophagus-guard-back.png,    monsters,    sotp,   sands of the past,        act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sarcophagus guard,    xxxxx,    8
sn-changeling-front.png,            monsters,    d2e,    shadow of nerekhall,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   changeling,           xxxxx,    8
sn-changeling-back.png,             monsters,    d2e,    shadow of nerekhall,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   changeling,           xxxxx,    8
sn-ironbound-front.png,             monsters,    d2e,    shadow of nerekhall,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ironbound,            xxxxx,    8
sn-ironbound-back.png,              monsters,    d2e,    shadow of nerekhall,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ironbound,            xxxxx,    8
sn-rat-swarm-front.png,             monsters,    d2e,    shadow of nerekhall,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rat swarm,            xxxxx,    8
sn-rat-swarm-back.png,              monsters,    d2e,    shadow of nerekhall,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rat swarm,            xxxxx,    8
sn-ynfernael-hulk-front.png,        monsters,    d2e,    shadow of nerekhall,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ynfernael hulk,       xxxxx,    8
sn-ynfernael-hulk-back.png,         monsters,    d2e,    shadow of nerekhall,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ynfernael hulk,       xxxxx,    8
