# Image Name                       Asset Name      Game    Expansion              AST1        AST2               AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description             Asset #   Printflag
bg-armor-of-faith.png,             class-skills,   d2e,    base game,             healers,    disciple,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   armor of faith,         xxxxx,    8
lw-gravity-spike.png,              class-skills,   d2e,    lair of the wyrm,      mages,      geomancer,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   gravity spike,          xxxxx,    8
lw-ley-line.png,                   class-skills,   d2e,    lair of the wyrm,      mages,      geomancer,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ley line,               xxxxx,    8
lw-molten-fury.png,                class-skills,   d2e,    lair of the wyrm,      mages,      geomancer,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   molten fury,            xxxxx,    8
lw-quaking-word.png,               class-skills,   d2e,    lair of the wyrm,      mages,      geomancer,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   quaking word,           xxxxx,    8
lw-quaking-word-errata.png,        class-skills,   d2e,    lair of the wyrm,      mages,      geomancer,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   quaking word,           xxxxx,    8
lw-stone-tongue.png,               class-skills,   d2e,    lair of the wyrm,      mages,      geomancer,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   stone tongue,           xxxxx,    8
lw-terracall.png,                  class-skills,   d2e,    lair of the wyrm,      mages,      geomancer,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   terracall,              xxxxx,    8
lw-ways-of-stone.png,              class-skills,   d2e,    lair of the wyrm,      mages,      geomancer,         xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ways of stone,          xxxxx,    8
lw-a-living-legend.png,            class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   a living legend,        xxxxx,    8
lw-champion-back.png,              class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   champion-back,          xxxxx,    8
lw-for-the-cause.png,              class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   for the cause,          xxxxx,    8
lw-glory-of-battle.png,            class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   glory of battle,        xxxxx,    8
lw-inspiring-presence.png,         class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   inspiring presence,     xxxxx,    8
lw-motivating-charge.png,          class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   motivating charge,      xxxxx,    8
lw-no-mercy.png,                   class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   no mercy,               xxxxx,    8
lw-stoic-resolve.png,              class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   stoic resolve,          xxxxx,    8
lw-valor-of-heroes.png,            class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   valor of heroes,        xxxxx,    8
lw-valorous-strike.png,            class-skills,   d2e,    lair of the wyrm,      warriors,   champion,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   valorous strike,        xxxxx,    8
ll-blight-extraction.png,          class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blight extraction,      xxxxx,    8
ll-blight-extraction-errata.png,   class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blight extraction,      xxxxx,    8
ll-cursed-soul.png,                class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   cursed soul,            xxxxx,    8
ll-essence-harvest.png,            class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   essence harvest,        xxxxx,    8
ll-ethereal-armor.png,             class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ethereal armor,         xxxxx,    8
ll-font-of-vitality.png,           class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   font of vitality,       xxxxx,    8
ll-galvanize.png,                  class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   galvanize,              xxxxx,    8
ll-reapers-pact.png,               class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reaper's pact,          xxxxx,    8
ll-soul-reaper-back.png,           class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   soul-reaper-back,       xxxxx,    8
ll-spirit-link.png,                class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   spirit link,            xxxxx,    8
ll-stream-of-life.png,             class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   stream of life,         xxxxx,    8
ll-unholy-bond-errata.png,         class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   unholy bond,            xxxxx,    8
ll-unholy-bond.png,                class-skills,   d2e,    lost legends,          healers,    soul-reaper,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   unholy bond,            xxxxx,    8
ll-blaze.png,                      class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blaze,                  xxxxx,    8
ll-earth-and-sky.png,              class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   earth and sky,          xxxxx,    8
ll-elemental-focus.png,            class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elemental focus,        xxxxx,    8
ll-elementalist-back.png,          class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elementalist-back,      xxxxx,    8
ll-grasp.png,                      class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   grasp,                  xxxxx,    8
ll-gust.png,                       class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   gust,                   xxxxx,    8
ll-natures-embrace.png,            class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   nature's embrace,       xxxxx,    8
ll-natures-embrace-errata.png,     class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   nature's embrace,       xxxxx,    8
ll-natures-fury.png,               class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   nature's fury,          xxxxx,    8
ll-natures-fury-errata.png,        class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   nature's fury,          xxxxx,    8
ll-primal-harmony.png,             class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   primal harmony,         xxxxx,    8
ll-spiritual-balance.png,          class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   spiritual balance,      xxxxx,    8
ll-storms-fury.png,                class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   storm's fury,           xxxxx,    8
ll-sun-and-sea.png,                class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sun and sea,            xxxxx,    8
ll-sun-and-sea-errata.png,         class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sun and sea,            xxxxx,    8
ll-tide.png,                       class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tide,                   xxxxx,    8
ll-tide-errata.png,                class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tide,                   xxxxx,    8
ll-volcanic-might.png,             class-skills,   d2e,    lost legends,          mages,      elementalist,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   volcanic might,         xxxxx,    8
mr-bounty-hunter-back.png,         class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bounty-hunter-back,     xxxxx,    8
mr-chosen-target.png,              class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   chosen target,          xxxxx,    8
mr-dark-iron-chains.png,           class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark iron chains,       xxxxx,    8
mr-evil-eye.png,                   class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   evil eye,               xxxxx,    8
mr-lie-in-wait.png,                class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lie in wait,            xxxxx,    8
mr-longshot.png,                   class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   longshot,               xxxxx,    8
mr-not-so-fast.png,                class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   not so fast,            xxxxx,    8
mr-payday.png,                     class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   payday,                 xxxxx,    8
mr-rapid-fire.png,                 class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rapid fire,             xxxxx,    8
mr-undercover.png,                 class-skills,   d2e,    manor of ravens,       scouts,     bounty-hunter,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   undercover,             xxxxx,    8
mr-by-the-book.png,                class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   by the book,            xxxxx,    8
mr-crushing-blow.png,              class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crushing blow,          xxxxx,    8
mr-i-am-the-law.png,               class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   i am the law,           xxxxx,    8
mr-just-reward.png,                class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   just reward,            xxxxx,    8
mr-last-stand.png,                 class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   last stand,             xxxxx,    8
mr-marshal-back.png,               class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   marshal-back,           xxxxx,    8
mr-retribution.png,                class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   retribution,            xxxxx,    8
mr-shockwave.png,                  class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shockwave,              xxxxx,    8
mr-vigilant-watch.png,             class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   vigilant watch,         xxxxx,    8
mr-zealous-fire.png,               class-skills,   d2e,    manor of ravens,       warriors,   marshal,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zealous fire,           xxxxx,    8
sotp-embalming-ritual.png,         class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   embalming ritual,       xxxxx,    8
sotp-eternal-service.png,          class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   eternal service,        xxxxx,    8
sotp-gift-of-the-desert.png,       class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   gift of the desert,     xxxxx,    8
sotp-hierophant-back.png,          class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hierophant-back,        xxxxx,    8
sotp-hymn.png,                     class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hymn,                   xxxxx,    8
sotp-path-of-prophecy.png,         class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   path of prophecy,       xxxxx,    8
sotp-royal-guard.png,              class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   royal guard,            xxxxx,    8
sotp-sands-of-vengeance.png,       class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sands of vengeance,     xxxxx,    8
sotp-shroud-of-respite.png,        class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shroud of respite,      xxxxx,    8
sotp-words-of-wisdom.png,          class-skills,   sotp,   sands of the past,     healers,    hierophant,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   words of wisdom,        xxxxx,    8
sotp-empathetic-resolve.png,       class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   empathetic resolve,     xxxxx,    8
sotp-mental-assault.png,           class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mental assault,         xxxxx,    8
sotp-mental-fortitude.png,         class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mental fortitude,       xxxxx,    8
sotp-mind-over-matter.png,         class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mind over matter,       xxxxx,    8
sotp-overload.png,                 class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overload,               xxxxx,    8
sotp-possession.png,               class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   possession,             xxxxx,    8
sotp-prescience.png,               class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   prescience,             xxxxx,    8
sotp-prescience-coop.png,          class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   prescience,             xxxxx,    8
sotp-psychic-back.png,             class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   psychic-back,           xxxxx,    8
sotp-reaching-out.png,             class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reaching out,           xxxxx,    8
sotp-towering-intellect.png,       class-skills,   sotp,   sands of the past,     mages,      psychic,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   towering intellect,     xxxxx,    8
sn-aria-of-war.png,                class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   aria of war,            xxxxx,    8
sn-bard-back.png,                  class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bard-back,              xxxxx,    8
sn-cacophony.png,                  class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   cacophony,              xxxxx,    8
sn-concentration.png,              class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   concentration,          xxxxx,    8
sn-dissonance.png,                 class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dissonance,             xxxxx,    8
sn-peaceful-rest.png,              class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   peaceful rest,          xxxxx,    8
sn-rehearsal.png,                  class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rehearsal,              xxxxx,    8
sn-song-of-mending.png,            class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   song of mending,        xxxxx,    8
sn-understudy.png,                 class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   understudy,             xxxxx,    8
sn-wayfarer.png,                   class-skills,   d2e,    shadow of nerekhall,   healers,    bard,              xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wayfarer,               xxxxx,    8
sn-blinding-light.png,             class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blinding light,         xxxxx,    8
sn-channeling.png,                 class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   channeling,             xxxxx,    8
sn-conjurer-back.png,              class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   conjurer-back,          xxxxx,    8
sn-focus-fire.png,                 class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   focus fire,             xxxxx,    8
sn-illusory-path.png,              class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   illusory path,          xxxxx,    8
sn-many-friends.png,               class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   many friends,           xxxxx,    8
sn-mirror-image-errata.png,        class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mirror image,           xxxxx,    8
sn-mirror-image.png,               class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mirror image,           xxxxx,    8
sn-prismatic-assault.png,          class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   prismatic assault,      xxxxx,    8
sn-refraction.png,                 class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   refraction,             xxxxx,    8
sn-sleight-of-mind.png,            class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sleight of mind,        xxxxx,    8
sn-vortex.png,                     class-skills,   d2e,    shadow of nerekhall,   mages,      conjurer,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   vortex,                 xxxxx,    8
sn-dark-servant.png,               class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark servant,           xxxxx,    8
sn-dark-shift.png,                 class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark shift,             xxxxx,    8
sn-endless-void.png,               class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   endless void,           xxxxx,    8
sn-faithful-friend.png,            class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   faithful friend,        xxxxx,    8
sn-otherworldly.png,               class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   otherworldly,           xxxxx,    8
sn-shadow-puppet.png,              class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow puppet,          xxxxx,    8
sn-shadow-step.png,                class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow step,            xxxxx,    8
sn-shadow-walker-back.png,         class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow-walker-back,     xxxxx,    8
sn-soul-bound.png,                 class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   soul bound,             xxxxx,    8
sn-through-the-veil.png,           class-skills,   d2e,    shadow of nerekhall,   scouts,     shadow-walker,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   through the veil,       xxxxx,    8
sn-back-in-action.png,             class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   back in action,         xxxxx,    8
sn-born-in-battle.png,             class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   born in battle,         xxxxx,    8
sn-carve-a-path.png,               class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   carve a path,           xxxxx,    8
sn-deep-wounds.png,                class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deep wounds,            xxxxx,    8
sn-dual-strike.png,                class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dual strike,            xxxxx,    8
sn-ever-in-motion.png,             class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ever in motion,         xxxxx,    8
