# Image Name                       Asset Name    Game   Expansion              AST1                 AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description                   Asset #   Printflag
bg-bolt-from-the-blue.png,         plot-decks,   d2e,   base game,             cursed-by-power,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bolt from the blue,           xxxxx,    8
mr-bitter-rage.png,                plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bitter rage,                  xxxxx,    8
mr-delusional-path.png,            plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   delusional path,              xxxxx,    8
mr-desolation.png,                 plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   desolation,                   xxxxx,    8
mr-faithful-guardian.png,          plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   faithful guardian,            xxxxx,    8
mr-plot-decks-back.png,            plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
mr-possessive-nature.png,          plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   possessive nature,            xxxxx,    8
mr-summon-skarn.png,               plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon skarn,                 xxxxx,    8
mr-thick-scars.png,                plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   thick scars,                  xxxxx,    8
mr-thunderous-fall.png,            plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   thunderous fall,              xxxxx,    8
mr-unknown-origin.png,             plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   unknown origin,               xxxxx,    8
mr-what-doesnt-kill.png,           plot-decks,   d2e,   manor of ravens,       twisted-soul,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   what doesn't kill,            xxxxx,    8
mb-branded.png,                    plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   branded,                      xxxxx,    8
mb-idle-hands.png,                 plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   idle hands,                   xxxxx,    8
mb-if-looks-could-kill.png,        plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   if looks could kill,          xxxxx,    8
mb-long-suffering.png,             plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   long suffering,               xxxxx,    8
mb-make-no-excuse.png,             plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   make no excuse,               xxxxx,    8
mb-pins-and-needles.png,           plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   pins and needles,             xxxxx,    8
mb-plot-decks-back.png,            plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
mb-sadist.png,                     plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sadist,                       xxxxx,    8
mb-spite.png,                      plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   spite,                        xxxxx,    8
mb-summon-zarihell.png,            plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon zarihell,              xxxxx,    8
mb-time-on-the-rack.png,           plot-decks,   d2e,   mists of bilehall,     eternal-agony,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   time on the rack,             xxxxx,    8
mb-camaraderie.png,                plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   camaraderie,                  xxxxx,    8
mb-defensive-position.png,         plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   defensive position,           xxxxx,    8
mb-fealty.png,                     plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   fealty,                       xxxxx,    8
mb-loyalty-rewarded.png,           plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   loyalty rewarded,             xxxxx,    8
mb-plot-decks-back.png,            plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
mb-retribution.png,                plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   retribution,                  xxxxx,    8
mb-rise-to-the-challenge.png,      plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rise to the challenge,        xxxxx,    8
mb-strength-in-numbers.png,        plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   strength in numbers,          xxxxx,    8
mb-summon-ardus-ixerebus.png,      plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon ardus ix'erebus,       xxxxx,    8
mb-swarming-tide.png,              plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   swarming tide,                xxxxx,    8
mb-threatening-masses.png,         plot-decks,   d2e,   mists of bilehall,     first-legion,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   threatening masses,           xxxxx,    8
mb-bleed-it-out.png,               plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bleed it out,                 xxxxx,    8
mb-broken.png,                     plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   broken,                       xxxxx,    8
mb-dangerous-knowledge.png,        plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dangerous knowledge,          xxxxx,    8
mb-invest-in-the-flesh.png,        plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   invest in the flesh,          xxxxx,    8
mb-last-words.png,                 plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   last words,                   xxxxx,    8
mb-no-interference.png,            plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   no interference,              xxxxx,    8
mb-plague-of-the-mind.png,         plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plague of the mind,           xxxxx,    8
mb-plot-decks-back.png,            plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
mb-slow-bones.png,                 plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   slow bones,                   xxxxx,    8
mb-summon-kyndrithul.png,          plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon kyndrithul,            xxxxx,    8
mb-worn-down.png,                  plot-decks,   d2e,   mists of bilehall,     vital-essence,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   worn down,                    xxxxx,    8
sn-blazing-rage.png,               plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blazing rage,                 xxxxx,    8
sn-crushing-exhaustion.png,        plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crushing exhaustion,          xxxxx,    8
sn-demons-bargain.png,             plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon's bargain,              xxxxx,    8
sn-enkindle.png,                   plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   enkindle,                     xxxxx,    8
sn-inferno.png,                    plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   inferno,                      xxxxx,    8
sn-plot-decks-back.png,            plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
sn-scorching-presence.png,         plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   scorching presence,           xxxxx,    8
sn-shifting-earth.png,             plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shifting earth,               xxxxx,    8
sn-summon-gargan-mirklace.png,     plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon gargan mirklace,       xxxxx,    8
sn-taste-of-the-forbidden.png,     plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   taste of the forbidden,       xxxxx,    8
sn-ynfernael-bonds.png,            plot-decks,   d2e,   shadow of nerekhall,   burning-ambition,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ynfernael bonds,              xxxxx,    8
sn-deceitful-scribe.png,           plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   deceitful scribe,             xxxxx,    8
sn-false-informant.png,            plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   false informant,              xxxxx,    8
sn-friend-or-foe.png,              plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   friend or foe,                xxxxx,    8
sn-mages-guild.png,                plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mages' guild,                 xxxxx,    8
sn-merchants-guild.png,            plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   merchants' guild,             xxxxx,    8
sn-one-of-us.png,                  plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   one of us,                    xxxxx,    8
sn-plot-decks-back.png,            plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
sn-shadow-council.png,             plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow council,               xxxxx,    8
sn-summon-rylan-olliven.png,       plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon rylan olliven,         xxxxx,    8
sn-thieves-guild.png,              plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   thieves' guild,               xxxxx,    8
sn-traitorous-friend.png,          plot-decks,   d2e,   shadow of nerekhall,   inner-corruption,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   traitorous friend,            xxxxx,    8
sn-always-watching.png,            plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   always watching,              xxxxx,    8
sn-envious-swarm.png,              plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   envious swarm,                xxxxx,    8
sn-flee-the-light.png,             plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   flee the light,               xxxxx,    8
sn-ignoble-sacrifice.png,          plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ignoble sacrifice,            xxxxx,    8
sn-in-every-shadow.png,            plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   in every shadow,              xxxxx,    8
sn-infestation.png,                plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   infestation,                  xxxxx,    8
sn-initiation.png,                 plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   initiation,                   xxxxx,    8
sn-into-the-shadows.png,           plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   into the shadows,             xxxxx,    8
sn-mouths-to-feed.png,             plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mouths to feed,               xxxxx,    8
sn-plot-decks-back.png,            plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
sn-summon-verminous.png,           plot-decks,   d2e,   shadow of nerekhall,   unseen-legions,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon verminous,             xxxxx,    8
sn-descend-to-madness.png,         plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   descend to madness,           xxxxx,    8
sn-explosive-fall.png,             plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   explosive fall,               xxxxx,    8
sn-love-of-chaos.png,              plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   love of chaos,                xxxxx,    8
sn-mortal-coil.png,                plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mortal coil,                  xxxxx,    8
sn-onslaught.png,                  plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   onslaught,                    xxxxx,    8
sn-pariah.png,                     plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   pariah,                       xxxxx,    8
sn-plot-decks-back.png,            plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
sn-power-and-sacrifice.png,        plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   power and sacrifice,          xxxxx,    8
sn-soul-ensnare.png,               plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   soul ensnare,                 xxxxx,    8
sn-summon-tristayne-olliven.png,   plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon tristayne olliven,     xxxxx,    8
sn-wild-energy.png,                plot-decks,   d2e,   shadow of nerekhall,   unstable-forces,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wild energy,                  xxxxx,    8
tf-affliction-aura.png,            plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   affliction aura,              xxxxx,    8
tf-envenom.png,                    plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   envenom,                      xxxxx,    8
tf-fetid-stench.png,               plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   fetid stench,                 xxxxx,    8
tf-infected.png,                   plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   infected,                     xxxxx,    8
tf-mass-mutation.png,              plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mass mutation,                xxxxx,    8
tf-plague-release.png,             plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plague release,               xxxxx,    8
tf-plot-decks-back.png,            plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plot-decks-back,              xxxxx,    0
tf-summon-bolgoreth.png,           plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   summon - bol'goreth,          xxxxx,    8
tf-virulent-cloud.png,             plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   virulent cloud,               xxxxx,    8
tf-weakened-spirit.png,            plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   weakened spirit,              xxxxx,    8
tf-weakness-within.png,            plot-decks,   d2e,   the trollfens,         raging-infection,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   weakness within,              xxxxx,    8
