# Image Name                              Asset Name   Game    Expansion                   AST1        AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description                   Asset #   Printflag
bg-ashrian.png,                           heroes,      d2e,    base game,                  healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ashrian,                      xxxxx,    8
cd-jaes-the-exile.png,                    heroes,      d2e,    crown of destiny,           mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   jaes the exile,               xxxxx,    8
cd-jaes-the-exile-back.png,               heroes,      d2e,    crown of destiny,           mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   jaes the exile,               xxxxx,    8
cd-lindel.png,                            heroes,      d2e,    crown of destiny,           scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lindel,                       xxxxx,    8
cd-lindel-back.png,                       heroes,      d2e,    crown of destiny,           scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lindel,                       xxxxx,    8
cd-corbin.png,                            heroes,      d2e,    crown of destiny,           warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   corbin,                       xxxxx,    8
cd-corbin-back.png,                       heroes,      d2e,    crown of destiny,           warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   corbin,                       xxxxx,    8
cf-andira-runehand.png,                   heroes,      d2e,    crusade of the forgotten,   healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   andira runehand,              xxxxx,    8
cf-andira-runehand-back.png,              heroes,      d2e,    crusade of the forgotten,   healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   andira runehand,              xxxxx,    8
cf-astarra.png,                           heroes,      d2e,    crusade of the forgotten,   mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   astarra,                      xxxxx,    8
cf-astarra-back.png,                      heroes,      d2e,    crusade of the forgotten,   mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   astarra,                      xxxxx,    8
cf-tetherys.png,                          heroes,      d2e,    crusade of the forgotten,   scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tetherys,                     xxxxx,    8
cf-tetherys-back.png,                     heroes,      d2e,    crusade of the forgotten,   scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tetherys,                     xxxxx,    8
cf-tahlia.png,                            heroes,      d2e,    crusade of the forgotten,   warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tahlia,                       xxxxx,    8
cf-tahlia-back.png,                       heroes,      d2e,    crusade of the forgotten,   warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tahlia,                       xxxxx,    8
gd-sahla.png,                             heroes,      d2e,    guardians of deephall,      healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sahla,                        xxxxx,    8
gd-sahla-back.png,                        heroes,      d2e,    guardians of deephall,      healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sahla,                        xxxxx,    8
gd-silhouette.png,                        heroes,      d2e,    guardians of deephall,      scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   silhouette,                   xxxxx,    8
gd-silhouette-back.png,                   heroes,      d2e,    guardians of deephall,      scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   silhouette,                   xxxxx,    8
gd-lord-hawthorne.png,                    heroes,      d2e,    guardians of deephall,      warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lord hawthorne,               xxxxx,    8
gd-lord-hawthorne-back.png,               heroes,      d2e,    guardians of deephall,      warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lord hawthorne,               xxxxx,    8
gd-mordrog.png,                           heroes,      d2e,    guardians of deephall,      warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mordrog,                      xxxxx,    8
gd-mordrog-back.png,                      heroes,      d2e,    guardians of deephall,      warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mordrog,                      xxxxx,    8
lr-serena.png,                            heroes,      d2e,    labyrinth of ruin,          healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   serena,                       xxxxx,    8
lr-serena-back.png,                       heroes,      d2e,    labyrinth of ruin,          healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   serena,                       xxxxx,    8
lr-ulma-grimstone.png,                    heroes,      d2e,    labyrinth of ruin,          healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ulma grimstone,               xxxxx,    8
lr-ulma-grimstone-back.png,               heroes,      d2e,    labyrinth of ruin,          healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ulma grimstone,               xxxxx,    8
lr-dezra-the-vile.png,                    heroes,      d2e,    labyrinth of ruin,          mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dezra the vile,               xxxxx,    8
lr-dezra-the-vile-back.png,               heroes,      d2e,    labyrinth of ruin,          mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dezra the vile,               xxxxx,    8
lr-logan-lashley.png,                     heroes,      d2e,    labyrinth of ruin,          scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   logan lashley,                xxxxx,    8
lr-logan-lashley-back.png,                heroes,      d2e,    labyrinth of ruin,          scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   logan lashley,                xxxxx,    8
lr-raythen.png,                           heroes,      d2e,    labyrinth of ruin,          scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   raythen,                      xxxxx,    8
lr-raythen-back.png,                      heroes,      d2e,    labyrinth of ruin,          scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   raythen,                      xxxxx,    8
lr-pathfinder-durik.png,                  heroes,      d2e,    labyrinth of ruin,          warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   pathfinder durik,             xxxxx,    8
lr-pathfinder-durik-back.png,             heroes,      d2e,    labyrinth of ruin,          warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   pathfinder durik,             xxxxx,    8
lw-high-mage-quellen.png,                 heroes,      d2e,    lair of the wyrm,           mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   high mage quellen,            xxxxx,    8
lw-high-mage-quellen-back.png,            heroes,      d2e,    lair of the wyrm,           mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   high mage quellen,            xxxxx,    8
lw-reynhart-the-worthy.png,               heroes,      d2e,    lair of the wyrm,           warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reynhart the worthy,          xxxxx,    8
lw-reynhart-the-worthy-back.png,          heroes,      d2e,    lair of the wyrm,           warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reynhart the worthy,          xxxxx,    8
mr-thaiden-mistpeak.png,                  heroes,      d2e,    manor of ravens,            scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   thaiden mistpeak,             xxxxx,    8
mr-thaiden-mistpeak-back.png,             heroes,      d2e,    manor of ravens,            scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   thaiden mistpeak,             xxxxx,    8
mr-thaiden-mistpeak-errata.png,           heroes,      d2e,    manor of ravens,            scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   thaiden mistpeak errata,      xxxxx,    8
mr-thaiden-mistpeak-errata-back.png,      heroes,      d2e,    manor of ravens,            scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   thaiden mistpeak errata,      xxxxx,    8
mr-alys-raine.png,                        heroes,      d2e,    manor of ravens,            warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   alys raine,                   xxxxx,    8
mr-alys-raine-back.png,                   heroes,      d2e,    manor of ravens,            warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   alys raine,                   xxxxx,    8
motd-gaia.png,                            heroes,      motd,   maze of the drakon,         healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   gaia,                         xxxxx,    8
motd-gaia-back.png,                       heroes,      motd,   maze of the drakon,         healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   gaia,                         xxxxx,    8
motd-gristtun-the-merry.png,              heroes,      motd,   maze of the drakon,         healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   gristtun the merry,           xxxxx,    8
motd-gristtun-the-merry-back.png,         heroes,      motd,   maze of the drakon,         healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   gristtun the merry,           xxxxx,    8
motd-lymina-the-resolute.png,             heroes,      motd,   maze of the drakon,         healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lymina the resolute,          xxxxx,    8
motd-lymina-the-resolute-back.png,        heroes,      motd,   maze of the drakon,         healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lymina the resolute,          xxxxx,    8
motd-aurora.png,                          heroes,      motd,   maze of the drakon,         mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   aurora,                       xxxxx,    8
motd-aurora-back.png,                     heroes,      motd,   maze of the drakon,         mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   aurora,                       xxxxx,    8
motd-ravvis-the-ranger.png,               heroes,      motd,   maze of the drakon,         scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ravvis the ranger,            xxxxx,    8
motd-ravvis-the-ranger-back.png,          heroes,      motd,   maze of the drakon,         scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ravvis the ranger,            xxxxx,    8
motd-ocvist-the-dragonslayer.png,         heroes,      motd,   maze of the drakon,         warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ocvist the dragonslayer,      xxxxx,    8
motd-ocvist-the-dragonslayer-back.png,    heroes,      motd,   maze of the drakon,         warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ocvist the dragonslayer,      xxxxx,    8
oo-elder-mok.png,                         heroes,      d2e,    oath of the outcast,        healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elder mok,                    xxxxx,    8
oo-elder-mok-back.png,                    heroes,      d2e,    oath of the outcast,        healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elder mok,                    xxxxx,    8
oo-shiver.png,                            heroes,      d2e,    oath of the outcast,        mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shiver,                       xxxxx,    8
oo-shiver-back.png,                       heroes,      d2e,    oath of the outcast,        mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shiver,                       xxxxx,    8
oo-laurel-of-bloodwood.png,               heroes,      d2e,    oath of the outcast,        scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   laurel of bloodwood,          xxxxx,    8
oo-laurel-of-bloodwood-back.png,          heroes,      d2e,    oath of the outcast,        scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   laurel of bloodwood,          xxxxx,    8
oo-trenloe-the-strong.png,                heroes,      d2e,    oath of the outcast,        warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   trenloe the strong,           xxxxx,    8
oo-trenloe-the-strong-back.png,           heroes,      d2e,    oath of the outcast,        warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   trenloe the strong,           xxxxx,    8
sotp-elga-the-pilgrim.png,                heroes,      sotp,   sands of the past,          healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elga the pilgrim,             xxxxx,    8
sotp-elga-the-pilgrim-back.png,           heroes,      sotp,   sands of the past,          healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   elga the pilgrim,             xxxxx,    8
sotp-runemaker-tara.png,                  heroes,      sotp,   sands of the past,          mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   runemaker tara,               xxxxx,    8
sotp-runemaker-tara-back.png,             heroes,      sotp,   sands of the past,          mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   runemaker tara,               xxxxx,    8
sn-rendiel.png,                           heroes,      d2e,    shadow of nerekhall,        healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rendiel,                      xxxxx,    8
sn-rendiel-back.png,                      heroes,      d2e,    shadow of nerekhall,        healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rendiel,                      xxxxx,    8
sn-ravaella-lightfoot.png,                heroes,      d2e,    shadow of nerekhall,        mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ravaella lightfoot,           xxxxx,    8
sn-ravaella-lightfoot-back.png,           heroes,      d2e,    shadow of nerekhall,        mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ravaella lightfoot,           xxxxx,    8
sn-tinashi-the-wanderer.png,              heroes,      d2e,    shadow of nerekhall,        scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tinashi the wanderer,         xxxxx,    8
sn-tinashi-the-wanderer-back.png,         heroes,      d2e,    shadow of nerekhall,        scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tinashi the wanderer,         xxxxx,    8
sn-orkell-the-swift.png,                  heroes,      d2e,    shadow of nerekhall,        warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   orkell the swift,             xxxxx,    8
sn-orkell-the-swift-back.png,             heroes,      d2e,    shadow of nerekhall,        warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   orkell the swift,             xxxxx,    8
se-arvel-worldwalker.png,                 heroes,      d2e,    shards of everdark,         scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   arvel worldwalker,            xxxxx,    8
se-arvel-worldwalker-back.png,            heroes,      d2e,    shards of everdark,         scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   arvel worldwalker,            xxxxx,    8
se-karnon.png,                            heroes,      d2e,    shards of everdark,         warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   karnon,                       xxxxx,    8
se-karnon-back.png,                       heroes,      d2e,    shards of everdark,         warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   karnon,                       xxxxx,    8
se-one-fist.png,                          heroes,      d2e,    shards of everdark,         warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   one fist,                     xxxxx,    8
se-one-fist-back.png,                     heroes,      d2e,    shards of everdark,         warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   one fist,                     xxxxx,    8
se-steelhorns.png,                        heroes,      d2e,    shards of everdark,         warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   steelhorns,                   xxxxx,    8
se-steelhorns-back.png,                   heroes,      d2e,    shards of everdark,         warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   steelhorns,                   xxxxx,    8
ss-okaluk-and-rakash.png,                 heroes,      d2e,    stewards of the secret,     healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   okaluk and rakash,            xxxxx,    8
ss-okaluk-and-rakash-back.png,            heroes,      d2e,    stewards of the secret,     healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   okaluk and rakash,            xxxxx,    8
ss-seer-kel.png,                          heroes,      d2e,    stewards of the secret,     mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   seer kel,                     xxxxx,    8
ss-seer-kel-back.png,                     heroes,      d2e,    stewards of the secret,     mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   seer kel,                     xxxxx,    8
ss-tatianna.png,                          heroes,      d2e,    stewards of the secret,     scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tatianna,                     xxxxx,    8
ss-tatianna-back.png,                     heroes,      d2e,    stewards of the secret,     scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tatianna,                     xxxxx,    8
ss-nanok-of-the-blade.png,                heroes,      d2e,    stewards of the secret,     warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   nanok of the blade,           xxxxx,    8
ss-nanok-of-the-blade-back.png,           heroes,      d2e,    stewards of the secret,     warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   nanok of the blade,           xxxxx,    8
tf-augur-grisom.png,                      heroes,      d2e,    the trollfens,              healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   augur grisom,                 xxxxx,    8
tf-augur-grisom-back.png,                 heroes,      d2e,    the trollfens,              healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   augur grisom,                 xxxxx,    8
tf-roganna-the-shade.png,                 heroes,      d2e,    the trollfens,              scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   roganna the shade,            xxxxx,    8
tf-roganna-the-shade-back.png,            heroes,      d2e,    the trollfens,              scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   roganna the shade,            xxxxx,    8
tc-jonas-the-kind.png,                    heroes,      d2e,    treaty of champions,        healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   jonas the kind,               xxxxx,    8
tc-jonas-the-kind-back.png,               heroes,      d2e,    treaty of champions,        healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   jonas the kind,               xxxxx,    8
tc-zyla.png,                              heroes,      d2e,    treaty of champions,        mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zyla,                         xxxxx,    8
tc-zyla-back.png,                         heroes,      d2e,    treaty of champions,        mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zyla,                         xxxxx,    8
tc-grey-ker.png,                          heroes,      d2e,    treaty of champions,        scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   grey ker,                     xxxxx,    8
tc-grey-ker-back.png,                     heroes,      d2e,    treaty of champions,        scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   grey ker,                     xxxxx,    8
tc-krutzbeck.png,                         heroes,      d2e,    treaty of champions,        warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   krutzbeck,                    xxxxx,    8
tc-krutzbeck-back.png,                    heroes,      d2e,    treaty of champions,        warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   krutzbeck,                    xxxxx,    8
uc-aurim.png,                             heroes,      uc,     user community,             healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   aurim uc,                     xxxxx,    8
uc-aurim-back.png,                        heroes,      uc,     user community,             healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   aurim uc,                     xxxxx,    8
uc-brother-glyr.png,                      heroes,      uc,     user community,             healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   brother glyr uc,              xxxxx,    8
uc-brother-glyr-back.png,                 heroes,      uc,     user community,             healers,    xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   brother glyr uc,              xxxxx,    8
uc-landrec-the-wise.png,                  heroes,      uc,     user community,             mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   landrec the wise uc,          xxxxx,    8
uc-landrec-the-wise-back.png,             heroes,      uc,     user community,             mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   landrec the wise uc,          xxxxx,    8
uc-mad-carthos.png,                       heroes,      uc,     user community,             mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mad carthos uc,               xxxxx,    8
uc-mad-carthos-back.png,                  heroes,      uc,     user community,             mages,      xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   mad carthos uc,               xxxxx,    8
uc-bogran-the-shadow.png,                 heroes,      uc,     user community,             scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bogran the shadow uc,         xxxxx,    8
uc-bogran-the-shadow-back.png,            heroes,      uc,     user community,             scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   bogran the shadow uc,         xxxxx,    8
uc-kirga.png,                             heroes,      uc,     user community,             scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kirga uc,                     xxxxx,    8
uc-kirga-back.png,                        heroes,      uc,     user community,             scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   kirga uc,                     xxxxx,    8
uc-red-scorpion.png,                      heroes,      uc,     user community,             scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   red scorpion uc,              xxxxx,    8
uc-red-scorpion-back.png,                 heroes,      uc,     user community,             scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   red scorpion uc,              xxxxx,    8
uc-tobin-farslayer.png,                   heroes,      uc,     user community,             scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tobin farslayer uc,           xxxxx,    8
uc-tobin-farslayer-back.png,              heroes,      uc,     user community,             scouts,     xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tobin farslayer uc,           xxxxx,    8
uc-eliam.png,                             heroes,      uc,     user community,             warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   eliam uc,                     xxxxx,    8
uc-eliam-back.png,                        heroes,      uc,     user community,             warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   eliam uc,                     xxxxx,    8
uc-hugo-the-glorious.png,                 heroes,      uc,     user community,             warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hugo the glorious uc,         xxxxx,    8
uc-hugo-the-glorious-back.png,            heroes,      uc,     user community,             warriors,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hugo the glorious uc,         xxxxx,    8
