# Image Name                             Asset Name             Game    Expansion            AST1     AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description                        Asset #   Printflag
de-mac-1-of-10.png,                      monster-activations,   d2e,    dark elements,       xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   de monster activation 1 of 10,     xxxxx,    8
sotp-mac-medusa-back.png,                monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   medusa activation,                 xxxxx,    8
sotp-mac-merriod-front.png,              monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   merriod activation,                xxxxx,    8
sotp-mac-merriod-back.png,               monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   merriod activation,                xxxxx,    8
sotp-mac-naga-front.png,                 monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga activation,                   xxxxx,    8
sotp-mac-naga-back.png,                  monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga activation,                   xxxxx,    8
sotp-mac-ogre-front.png,                 monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre activation,                   xxxxx,    8
sotp-mac-ogre-back.png,                  monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre activation,                   xxxxx,    8
sotp-mac-plague-worm-front.png,          monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plague worm activation,            xxxxx,    8
sotp-mac-plague-worm-back.png,           monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plague worm activation,            xxxxx,    8
sotp-mac-rat-swarm-front.png,            monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rat swarm activation,              xxxxx,    8
sotp-mac-rat-swarm-back.png,             monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rat swarm activation,              xxxxx,    8
sotp-mac-razorwing-front.png,            monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing activation,              xxxxx,    8
sotp-mac-razorwing-back.png,             monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   razorwing activation,              xxxxx,    8
sotp-mac-reanimate-front.png,            monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reanimate activation,              xxxxx,    8
sotp-mac-reanimate-back.png,             monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   reanimate activation,              xxxxx,    8
sotp-mac-sarcophagus-guard-front.png,    monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sarcophagus guard activation,      xxxxx,    8
sotp-mac-sarcophagus-guard-back.png,     monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sarcophagus guard activation,      xxxxx,    8
sotp-mac-shade-front.png,                monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade activation,                  xxxxx,    8
sotp-mac-shade-back.png,                 monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade activation,                  xxxxx,    8
sotp-mac-shadow-dragon-front.png,        monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow dragon activation,          xxxxx,    8
sotp-mac-shadow-dragon-back.png,         monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shadow dragon activation,          xxxxx,    8
sotp-mac-shambling-colossus-front.png,   monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shambling colossus activation,     xxxxx,    8
sotp-mac-shambling-colossus-back.png,    monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shambling colossus activation,     xxxxx,    8
sotp-mac-sir-alric-farrow-front.png,     monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sir alric farrow activation,       xxxxx,    8
sotp-mac-sir-alric-farrow-back.png,      monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sir alric farrow activation,       xxxxx,    8
sotp-mac-skeleton-archer-front.png,      monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer activation,        xxxxx,    8
sotp-mac-skeleton-archer-back.png,       monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer activation,        xxxxx,    8
sotp-mac-sorcerer-front.png,             monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer activation,               xxxxx,    8
sotp-mac-sorcerer-back.png,              monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   sorcerer activation,               xxxxx,    8
sotp-mac-splig-front.png,                monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   splig activation,                  xxxxx,    8
sotp-mac-splig-back.png,                 monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   splig activation,                  xxxxx,    8
sotp-mac-the-dispossessed-front.png,     monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   the dispossessed activation,       xxxxx,    8
sotp-mac-the-dispossessed-back.png,      monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   the dispossessed activation,       xxxxx,    8
sotp-mac-troll-front.png,                monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll activation,                  xxxxx,    8
sotp-mac-troll-back.png,                 monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll activation,                  xxxxx,    8
sotp-mac-volucrix-reaver-front.png,      monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   volucrix reaver activation,        xxxxx,    8
sotp-mac-volucrix-reaver-back.png,       monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   volucrix reaver activation,        xxxxx,    8
sotp-mac-wendigo-front.png,              monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo activation,                xxxxx,    8
sotp-mac-wendigo-back.png,               monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wendigo activation,                xxxxx,    8
sotp-mac-wraith-front.png,               monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wraith activation,                 xxxxx,    8
sotp-mac-wraith-back.png,                monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   wraith activation,                 xxxxx,    8
sotp-mac-ynfernal-hulk-front.png,        monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ynfernal hulk activation,          xxxxx,    8
sotp-mac-ynfernal-hulk-back.png,         monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ynfernal hulk activation,          xxxxx,    8
sotp-mac-zombie-front.png,               monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zombie activation,                 xxxxx,    8
sotp-mac-zombie-back.png,                monster-activations,   sotp,   sands of the past,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   zombie activation,                 xxxxx,    8
