# Image Name                        Asset Name      Game   Expansion                   AST1               AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description                Asset #   Printflag
bg-critical-blow.png,             overlord-decks,   d2e,   base game,                  basic,             xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   critical blow,             xxxxx,    8
tf-airborne.png,                  overlord-decks,   d2e,   the trollfens,              infector,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   airborne,                  xxxxx,    8
tf-contaminated.png,              overlord-decks,   d2e,   the trollfens,              infector,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   contaminated,              xxxxx,    8
tf-dark-host.png,                 overlord-decks,   d2e,   the trollfens,              infector,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark host,                 xxxxx,    8
tf-outbreak.png,                  overlord-decks,   d2e,   the trollfens,              infector,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   outbreak,                  xxxxx,    8
tf-overlord-decks-back.png,       overlord-decks,   d2e,   the trollfens,              infector,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
tf-tainted-blow.png,              overlord-decks,   d2e,   the trollfens,              infector,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   tainted blow,              xxxxx,    8
tf-virulent-infection.png,        overlord-decks,   d2e,   the trollfens,              infector,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   virulent infection,        xxxxx,    8
tf-offertory-affliction.png,      overlord-decks,   d2e,   the trollfens,              overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   offertory affliction,      xxxxx,    8
tf-overlord-decks-back.png,       overlord-decks,   d2e,   the trollfens,              overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
tf-secrets-of-flesh.png,          overlord-decks,   d2e,   the trollfens,              overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   secrets of flesh,          xxxxx,    8
tf-toxic-reprisal.png,            overlord-decks,   d2e,   the trollfens,              overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   toxic reprisal,            xxxxx,    8
tc-hags-hunger.png,               overlord-decks,   d2e,   treaty of champions,        overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hag's hunger,              xxxxx,    8
tc-overlord-decks-back.png,       overlord-decks,   d2e,   treaty of champions,        overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
vd-hard-knocks.png,               overlord-decks,   d2e,   visions of dawn,            overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hard knocks,               xxxxx,    8
vd-overlord-decks-back.png,       overlord-decks,   d2e,   visions of dawn,            overlord-reward,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   overlord-decks-back,       xxxxx,    0
